participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_012980,rereading,lab,community,low,late,east,1
p_012981,rereading,lab,undergraduate,high,early,west,0
p_012982,rereading,lab,community,low,early,west,0
p_012983,retrieval_practice,lab,community,low,late,east,1
p_012984,rereading,lab,undergraduate,low,late,west,0
p_012985,retrieval_practice,remote,undergraduate,low,late,west,0
p_012986,retrieval_practice,lab,undergraduate,high,early,west,1
p_012987,rereading,lab,undergraduate,high,late,west,0
p_012988,rereading,lab,community,low,late,west,1
p_012989,rereading,remote,undergraduate,low,early,west,1
p_012990,rereading,lab,community,low,early,east,0
p_012991,retrieval_practice,remote,undergraduate,low,late,east,1
p_012992,retrieval_practice,remote,community,low,late,west,0
p_012993,retrieval_practice,lab,community,low,early,east,0
p_012994,retrieval_practice,lab,undergraduate,low,late,east,1
p_012995,rereading,lab,undergraduate,high,early,east,1
p_012996,retrieval_practice,lab,undergraduate,high,late,west,0
p_012997,retrieval_practice,lab,undergraduate,low,late,east,1
p_012998,rereading,lab,undergraduate,high,late,east,0
p_012999,rereading,lab,community,low,late,west,0
p_013000,retrieval_practice,remote,undergraduate,high,early,east,1
p_013001,rereading,remote,undergraduate,low,early,west,0
p_013002,rereading,lab,community,low,late,west,1
p_013003,retrieval_practice,lab,undergraduate,high,early,east,1
p_013004,retrieval_practice,lab,community,high,late,west,1
p_013005,retrieval_practice,remote,community,high,early,east,0
p_013006,rereading,remote,community,low,late,west,0
p_013007,retrieval_practice,remote,community,high,late,east,0
p_013008,retrieval_practice,remote,undergraduate,high,early,east,0
p_013009,rereading,lab,undergraduate,low,late,east,0
p_013010,rereading,lab,undergraduate,low,late,west,1
p_013011,retrieval_practice,remote,undergraduate,low,late,west,1
p_013012,retrieval_practice,remote,community,high,late,west,0
p_013013,rereading,remote,undergraduate,high,late,east,1
p_013014,retrieval_practice,lab,community,high,late,west,1
p_013015,rereading,lab,undergraduate,low,early,west,0
p_013016,retrieval_practice,lab,community,high,early,east,0
p_013017,retrieval_practice,lab,community,high,early,east,1
p_013018,rereading,lab,community,low,early,west,1
p_013019,retrieval_practice,remote,undergraduate,low,late,west,1
p_013020,retrieval_practice,lab,undergraduate,high,early,east,1
p_013021,retrieval_practice,lab,community,low,late,east,1
p_013022,rereading,lab,community,low,early,east,0
p_013023,rereading,lab,community,low,late,west,1
p_013024,rereading,remote,community,low,early,west,1
p_013025,retrieval_practice,remote,undergraduate,high,late,west,1
p_013026,retrieval_practice,lab,community,low,early,west,0
p_013027,retrieval_practice,lab,community,high,early,west,0
p_013028,rereading,lab,community,low,early,east,0
p_013029,rereading,lab,undergraduate,low,early,east,1
p_013030,rereading,lab,community,low,late,west,1
p_013031,rereading,lab,undergraduate,low,late,east,1
p_013032,rereading,lab,undergraduate,low,early,west,0
p_013033,retrieval_practice,remote,undergraduate,high,early,east,0
p_013034,rereading,lab,undergraduate,low,early,east,0
p_013035,rereading,lab,undergraduate,low,early,west,1
p_013036,retrieval_practice,remote,community,low,early,east,0
p_013037,retrieval_practice,lab,undergraduate,high,early,east,1
p_013038,rereading,lab,community,high,late,east,1
p_013039,rereading,remote,community,high,early,west,1
p_013040,rereading,remote,community,low,late,east,1
p_013041,rereading,lab,community,low,early,west,1
p_013042,retrieval_practice,lab,undergraduate,low,late,west,0
p_013043,retrieval_practice,remote,undergraduate,low,early,west,0
p_013044,rereading,remote,undergraduate,high,late,west,1
p_013045,rereading,remote,undergraduate,high,early,west,1
p_013046,retrieval_practice,lab,undergraduate,low,late,east,0
p_013047,retrieval_practice,remote,community,high,late,west,1
p_013048,rereading,lab,undergraduate,high,early,east,1
p_013049,retrieval_practice,lab,community,low,late,west,0
p_013050,retrieval_practice,remote,undergraduate,low,early,east,0
p_013051,retrieval_practice,lab,community,low,late,west,1
p_013052,retrieval_practice,lab,undergraduate,high,late,west,1
p_013053,retrieval_practice,lab,undergraduate,low,early,east,1
p_013054,rereading,remote,undergraduate,low,late,east,0
p_013055,rereading,lab,undergraduate,high,early,west,1
p_013056,retrieval_practice,remote,community,high,late,east,1
p_013057,retrieval_practice,lab,community,low,early,west,1
p_013058,retrieval_practice,lab,community,high,early,east,0
p_013059,rereading,lab,community,high,early,east,0
p_013060,retrieval_practice,lab,community,low,early,west,0
p_013061,rereading,lab,undergraduate,high,early,east,1
p_013062,retrieval_practice,lab,community,low,late,west,0
p_013063,rereading,lab,undergraduate,low,late,east,0
p_013064,rereading,lab,undergraduate,high,early,west,1
p_013065,rereading,remote,undergraduate,low,late,west,1
p_013066,rereading,remote,undergraduate,high,late,east,0
p_013067,rereading,lab,undergraduate,low,late,east,1
p_013068,retrieval_practice,lab,undergraduate,high,late,west,0
p_013069,retrieval_practice,lab,community,low,late,west,0
p_013070,rereading,remote,undergraduate,low,early,west,1
p_013071,retrieval_practice,remote,community,low,late,east,1
p_013072,retrieval_practice,lab,community,high,early,east,1
p_013073,rereading,lab,community,low,early,east,0
p_013074,retrieval_practice,lab,community,low,late,east,0
p_013075,rereading,remote,undergraduate,high,late,west,0
p_013076,retrieval_practice,lab,community,low,early,east,1
p_013077,retrieval_practice,remote,undergraduate,high,early,east,0
p_013078,retrieval_practice,lab,undergraduate,low,early,east,0
p_013079,retrieval_practice,remote,community,low,late,west,0
p_013080,rereading,lab,community,low,late,east,1
p_013081,rereading,remote,undergraduate,low,early,west,1
p_013082,retrieval_practice,lab,community,low,early,east,0
p_013083,retrieval_practice,lab,undergraduate,high,early,west,1
p_013084,retrieval_practice,lab,undergraduate,low,early,east,1
p_013085,retrieval_practice,lab,undergraduate,high,early,west,0
p_013086,retrieval_practice,lab,undergraduate,high,late,west,0
p_013087,retrieval_practice,lab,undergraduate,low,early,west,1
p_013088,rereading,lab,undergraduate,high,late,west,0
p_013089,retrieval_practice,lab,community,low,late,west,0
p_013090,rereading,remote,undergraduate,low,early,east,1
p_013091,rereading,remote,community,low,late,east,0
p_013092,retrieval_practice,remote,undergraduate,high,late,west,0
p_013093,retrieval_practice,remote,undergraduate,low,late,west,0
p_013094,rereading,remote,undergraduate,low,late,east,0
p_013095,retrieval_practice,lab,undergraduate,low,early,west,1
p_013096,retrieval_practice,lab,community,high,early,west,1
p_013097,retrieval_practice,lab,community,high,late,east,0
p_013098,rereading,lab,undergraduate,high,early,east,1
p_013099,retrieval_practice,lab,undergraduate,low,early,east,0
p_013100,rereading,lab,undergraduate,high,late,west,0
p_013101,rereading,remote,undergraduate,high,late,west,0
p_013102,rereading,lab,community,high,early,east,1
p_013103,rereading,remote,community,high,early,east,1
p_013104,rereading,lab,community,low,early,west,0
p_013105,rereading,lab,community,low,late,east,1
p_013106,rereading,lab,community,high,late,west,1
p_013107,rereading,lab,community,high,early,east,0
p_013108,retrieval_practice,remote,community,low,late,west,1
p_013109,rereading,lab,undergraduate,low,early,west,0
p_013110,retrieval_practice,lab,undergraduate,low,early,east,0
p_013111,rereading,lab,undergraduate,low,late,east,0
p_013112,retrieval_practice,lab,undergraduate,low,late,west,1
p_013113,retrieval_practice,lab,community,low,early,west,0
p_013114,retrieval_practice,lab,undergraduate,high,early,east,1
p_013115,rereading,lab,undergraduate,low,early,west,0
p_013116,retrieval_practice,lab,undergraduate,high,late,west,0
p_013117,retrieval_practice,lab,community,high,early,west,0
p_013118,rereading,lab,community,high,early,east,1
p_013119,retrieval_practice,remote,undergraduate,low,early,west,1
p_013120,rereading,lab,community,low,late,west,1
p_013121,rereading,lab,undergraduate,high,early,west,1
p_013122,rereading,lab,undergraduate,low,late,west,1
p_013123,rereading,remote,undergraduate,low,early,west,0
p_013124,rereading,lab,undergraduate,high,early,west,0
p_013125,retrieval_practice,lab,community,low,early,east,1
p_013126,rereading,lab,community,low,late,east,1
p_013127,retrieval_practice,lab,undergraduate,high,late,east,1
p_013128,retrieval_practice,remote,community,high,late,west,1
p_013129,retrieval_practice,remote,undergraduate,low,late,west,0
p_013130,retrieval_practice,lab,community,low,early,east,1
p_013131,rereading,remote,undergraduate,low,late,west,0
p_013132,retrieval_practice,lab,community,low,early,west,0
p_013133,rereading,lab,community,high,early,west,0
p_013134,rereading,lab,undergraduate,high,early,west,0
p_013135,retrieval_practice,lab,undergraduate,low,early,west,0
p_013136,rereading,remote,undergraduate,low,late,east,0
p_013137,retrieval_practice,remote,undergraduate,high,late,east,0
p_013138,retrieval_practice,lab,undergraduate,low,early,east,1
p_013139,rereading,lab,community,high,early,west,1
p_013140,retrieval_practice,lab,undergraduate,high,late,west,1
p_013141,rereading,lab,community,high,late,west,0
p_013142,retrieval_practice,lab,undergraduate,high,late,west,1
p_013143,retrieval_practice,remote,undergraduate,high,early,west,1
p_013144,rereading,remote,undergraduate,high,early,east,0
p_013145,retrieval_practice,lab,undergraduate,high,late,west,1
p_013146,rereading,remote,undergraduate,high,late,east,1
p_013147,retrieval_practice,lab,undergraduate,low,late,west,0
p_013148,rereading,lab,community,low,early,east,0
p_013149,rereading,lab,undergraduate,low,early,east,0
p_013150,retrieval_practice,lab,undergraduate,high,late,east,0
p_013151,retrieval_practice,remote,community,low,late,west,0
p_013152,retrieval_practice,remote,undergraduate,low,early,west,0
p_013153,rereading,lab,undergraduate,low,early,east,0
p_013154,retrieval_practice,lab,undergraduate,high,early,west,1
p_013155,rereading,remote,undergraduate,high,late,west,0
p_013156,rereading,remote,undergraduate,high,early,west,1
p_013157,retrieval_practice,lab,undergraduate,low,late,west,0
p_013158,retrieval_practice,remote,undergraduate,high,early,west,0
p_013159,retrieval_practice,remote,undergraduate,high,late,west,1
p_013160,retrieval_practice,remote,undergraduate,low,early,east,0
p_013161,retrieval_practice,remote,undergraduate,high,late,east,0
p_013162,retrieval_practice,remote,community,low,early,west,1
p_013163,retrieval_practice,lab,undergraduate,high,early,east,1
p_013164,retrieval_practice,lab,undergraduate,high,late,west,0
p_013165,retrieval_practice,lab,undergraduate,high,late,east,1
p_013166,rereading,remote,undergraduate,high,early,west,0
p_013167,rereading,lab,undergraduate,low,late,west,0
p_013168,rereading,lab,undergraduate,high,early,west,1
p_013169,retrieval_practice,lab,community,low,early,west,1
p_013170,retrieval_practice,lab,community,low,early,east,1
p_013171,retrieval_practice,lab,undergraduate,high,early,east,0
p_013172,rereading,lab,community,high,early,east,0
p_013173,retrieval_practice,remote,undergraduate,high,early,east,0
p_013174,retrieval_practice,lab,undergraduate,high,early,west,1
p_013175,retrieval_practice,lab,undergraduate,low,late,west,1
p_013176,retrieval_practice,lab,community,low,early,east,0
p_013177,retrieval_practice,lab,undergraduate,low,late,west,0
p_013178,rereading,lab,undergraduate,high,early,east,1
p_013179,retrieval_practice,remote,community,low,late,west,1
p_013180,rereading,remote,undergraduate,low,early,east,0
p_013181,rereading,lab,undergraduate,high,late,west,1
p_013182,rereading,remote,community,high,early,east,0
p_013183,retrieval_practice,lab,community,low,late,east,1
p_013184,retrieval_practice,remote,community,high,early,east,0
p_013185,rereading,remote,community,high,early,east,0
p_013186,retrieval_practice,remote,community,low,early,east,1
p_013187,rereading,remote,undergraduate,high,early,east,1
p_013188,retrieval_practice,lab,community,high,early,west,0
p_013189,rereading,lab,community,low,early,east,1
p_013190,retrieval_practice,remote,community,high,late,west,1
p_013191,retrieval_practice,lab,undergraduate,low,early,east,0
p_013192,retrieval_practice,remote,community,low,late,east,1
p_013193,retrieval_practice,remote,community,low,late,east,1
p_013194,rereading,lab,undergraduate,high,late,west,0
p_013195,rereading,remote,community,high,early,west,0
p_013196,retrieval_practice,remote,undergraduate,high,late,east,1
p_013197,rereading,remote,community,low,late,east,0
p_013198,retrieval_practice,lab,undergraduate,low,early,east,0
p_013199,retrieval_practice,remote,community,high,late,west,0
p_013200,rereading,lab,undergraduate,low,late,east,1
p_013201,rereading,remote,undergraduate,high,late,west,0
p_013202,rereading,lab,undergraduate,low,early,east,1
p_013203,retrieval_practice,lab,undergraduate,high,early,west,1
p_013204,retrieval_practice,remote,undergraduate,low,early,east,0
p_013205,retrieval_practice,remote,undergraduate,high,late,east,0
p_013206,rereading,remote,undergraduate,high,early,east,0
p_013207,rereading,remote,undergraduate,high,early,east,1
p_013208,retrieval_practice,remote,community,high,late,west,1
p_013209,rereading,remote,community,low,late,west,0
p_013210,rereading,lab,undergraduate,low,late,west,1
p_013211,rereading,remote,undergraduate,high,late,east,0
p_013212,retrieval_practice,lab,community,high,early,west,0
p_013213,rereading,lab,community,low,early,east,0
p_013214,retrieval_practice,remote,undergraduate,high,early,east,1
p_013215,retrieval_practice,lab,undergraduate,high,late,west,1
p_013216,rereading,lab,undergraduate,low,early,west,0
p_013217,rereading,lab,community,high,late,west,1
p_013218,retrieval_practice,lab,undergraduate,high,early,east,0
p_013219,retrieval_practice,lab,undergraduate,high,late,east,1
p_013220,retrieval_practice,lab,community,low,early,east,0
p_013221,retrieval_practice,remote,community,low,late,west,1
p_013222,retrieval_practice,remote,undergraduate,low,early,east,0
p_013223,rereading,lab,community,high,early,west,1
p_013224,retrieval_practice,lab,undergraduate,low,early,west,1
p_013225,retrieval_practice,lab,undergraduate,high,late,west,1
p_013226,retrieval_practice,lab,undergraduate,high,early,west,0
p_013227,rereading,lab,community,low,early,east,1
p_013228,retrieval_practice,remote,community,low,late,east,1
p_013229,rereading,lab,undergraduate,high,late,east,1
p_013230,rereading,lab,community,high,late,west,1
p_013231,rereading,remote,undergraduate,high,late,west,0
p_013232,rereading,lab,community,low,late,west,0
p_013233,retrieval_practice,remote,undergraduate,high,late,west,1
p_013234,retrieval_practice,lab,community,low,late,east,1
p_013235,rereading,lab,undergraduate,high,late,west,1
p_013236,rereading,lab,undergraduate,high,early,east,1
p_013237,retrieval_practice,lab,community,low,early,east,0
p_013238,retrieval_practice,remote,undergraduate,low,late,east,1
p_013239,rereading,lab,undergraduate,high,late,west,0
p_013240,retrieval_practice,lab,undergraduate,low,late,west,1
p_013241,retrieval_practice,remote,community,low,late,west,1
p_013242,retrieval_practice,lab,undergraduate,low,late,east,0
p_013243,retrieval_practice,remote,community,high,late,east,0
p_013244,rereading,remote,community,high,early,east,1
p_013245,rereading,lab,undergraduate,low,early,east,1
p_013246,rereading,lab,undergraduate,high,late,west,1
p_013247,rereading,lab,undergraduate,low,early,west,1
p_013248,rereading,lab,undergraduate,high,late,east,1
p_013249,retrieval_practice,remote,undergraduate,high,early,east,1
p_013250,rereading,remote,undergraduate,high,late,east,0
p_013251,rereading,remote,undergraduate,low,early,west,1
p_013252,rereading,remote,undergraduate,high,late,east,0
p_013253,retrieval_practice,lab,undergraduate,low,early,west,0
p_013254,retrieval_practice,lab,community,high,early,west,1
p_013255,rereading,remote,undergraduate,low,late,east,0
p_013256,retrieval_practice,remote,undergraduate,low,late,east,0
p_013257,retrieval_practice,lab,undergraduate,low,late,east,0
p_013258,rereading,remote,undergraduate,low,late,west,0
p_013259,rereading,remote,undergraduate,low,late,east,0
p_013260,rereading,lab,undergraduate,low,early,west,0
p_013261,rereading,lab,community,high,early,west,1
p_013262,rereading,lab,community,low,late,east,1
p_013263,rereading,lab,community,low,late,west,0
p_013264,rereading,lab,undergraduate,low,late,west,1
p_013265,retrieval_practice,lab,undergraduate,high,early,east,1
p_013266,retrieval_practice,remote,undergraduate,high,early,east,0
p_013267,retrieval_practice,remote,undergraduate,low,late,east,1
p_013268,retrieval_practice,lab,community,high,late,west,1
p_013269,rereading,remote,community,high,early,west,0
p_013270,retrieval_practice,lab,undergraduate,low,early,west,0
p_013271,retrieval_practice,lab,community,low,early,east,1
p_013272,retrieval_practice,lab,undergraduate,low,early,west,1
p_013273,retrieval_practice,lab,undergraduate,high,late,west,1
p_013274,retrieval_practice,lab,community,high,late,east,0
p_013275,rereading,lab,undergraduate,high,late,west,0
p_013276,retrieval_practice,lab,undergraduate,low,early,east,1
p_013277,rereading,lab,undergraduate,high,late,east,0
p_013278,rereading,remote,undergraduate,low,late,west,1
p_013279,retrieval_practice,remote,community,low,early,east,0
p_013280,rereading,lab,undergraduate,low,early,east,0
p_013281,retrieval_practice,remote,community,high,early,east,0
p_013282,retrieval_practice,lab,undergraduate,low,early,west,0
p_013283,retrieval_practice,lab,undergraduate,high,early,east,1
p_013284,retrieval_practice,lab,community,low,early,west,0
p_013285,retrieval_practice,lab,undergraduate,low,early,east,1
p_013286,retrieval_practice,lab,community,low,early,east,0
p_013287,retrieval_practice,lab,undergraduate,low,early,east,0
p_013288,rereading,remote,undergraduate,low,early,west,1
p_013289,rereading,lab,community,low,early,west,0
p_013290,retrieval_practice,lab,community,high,late,east,0
p_013291,rereading,remote,undergraduate,high,late,west,1
p_013292,retrieval_practice,remote,undergraduate,low,late,east,1
p_013293,retrieval_practice,lab,undergraduate,high,late,east,1
p_013294,retrieval_practice,lab,undergraduate,high,early,east,0
p_013295,rereading,lab,undergraduate,low,late,west,1
p_013296,rereading,lab,community,low,early,west,0
p_013297,rereading,remote,undergraduate,low,late,west,1
p_013298,retrieval_practice,remote,undergraduate,high,late,east,1
p_013299,retrieval_practice,lab,undergraduate,high,late,west,1
p_013300,retrieval_practice,lab,community,low,late,west,1
p_013301,rereading,remote,undergraduate,low,early,west,1
p_013302,retrieval_practice,lab,community,low,late,west,1
p_013303,retrieval_practice,lab,undergraduate,low,late,east,0
p_013304,retrieval_practice,lab,community,low,late,east,1
p_013305,retrieval_practice,lab,undergraduate,low,early,east,0
p_013306,retrieval_practice,remote,undergraduate,high,early,west,1
p_013307,rereading,remote,undergraduate,low,early,west,0
p_013308,rereading,lab,undergraduate,low,early,east,0
p_013309,rereading,remote,community,low,early,east,1
p_013310,rereading,lab,community,low,early,west,1
p_013311,retrieval_practice,remote,undergraduate,high,late,east,0
p_013312,rereading,remote,community,high,late,east,1
p_013313,rereading,remote,undergraduate,low,early,east,1
p_013314,retrieval_practice,remote,undergraduate,low,late,east,0
p_013315,rereading,remote,community,high,early,east,0
p_013316,retrieval_practice,remote,community,low,early,east,0
p_013317,rereading,lab,undergraduate,high,early,east,0
p_013318,retrieval_practice,remote,undergraduate,high,early,east,1
p_013319,rereading,remote,undergraduate,low,late,west,0
p_013320,rereading,remote,undergraduate,low,early,west,0
p_013321,retrieval_practice,lab,undergraduate,low,early,west,0
p_013322,retrieval_practice,lab,community,low,late,east,1
p_013323,rereading,lab,community,low,late,east,0
p_013324,retrieval_practice,lab,community,low,early,west,1
p_013325,retrieval_practice,remote,community,high,late,east,0
p_013326,rereading,lab,undergraduate,low,late,east,0
p_013327,rereading,lab,community,low,late,west,0
p_013328,retrieval_practice,lab,undergraduate,high,early,east,1
p_013329,retrieval_practice,lab,undergraduate,high,early,west,1
p_013330,retrieval_practice,lab,community,high,early,east,1
p_013331,rereading,lab,undergraduate,high,late,west,1
p_013332,rereading,lab,undergraduate,low,late,west,0
p_013333,retrieval_practice,remote,undergraduate,low,early,east,1
p_013334,rereading,lab,undergraduate,high,late,east,1
p_013335,retrieval_practice,lab,undergraduate,low,early,east,0
p_013336,rereading,remote,undergraduate,low,early,west,0
p_013337,retrieval_practice,lab,community,low,early,west,1
p_013338,rereading,lab,community,high,late,west,1
p_013339,retrieval_practice,lab,undergraduate,high,early,east,1
p_013340,retrieval_practice,lab,community,low,late,east,1
p_013341,rereading,remote,community,high,early,east,0
p_013342,rereading,lab,undergraduate,high,late,east,1
p_013343,retrieval_practice,lab,undergraduate,low,early,east,1
p_013344,rereading,remote,undergraduate,low,early,west,1
p_013345,rereading,lab,community,high,late,east,0
p_013346,rereading,lab,undergraduate,low,late,east,1
p_013347,rereading,remote,undergraduate,high,late,east,0
p_013348,rereading,remote,undergraduate,high,late,east,0
p_013349,retrieval_practice,remote,undergraduate,high,early,east,1
p_013350,rereading,remote,community,low,early,west,0
p_013351,rereading,lab,undergraduate,low,early,east,0
p_013352,retrieval_practice,lab,community,high,early,east,1
p_013353,retrieval_practice,lab,undergraduate,low,early,east,1
p_013354,retrieval_practice,remote,undergraduate,low,late,west,1
p_013355,rereading,remote,community,high,late,east,1
p_013356,rereading,lab,community,low,late,west,1
p_013357,retrieval_practice,lab,undergraduate,low,late,west,0
p_013358,rereading,remote,community,high,late,west,1
p_013359,retrieval_practice,lab,community,low,late,west,1
p_013360,retrieval_practice,remote,community,high,early,west,1
p_013361,retrieval_practice,lab,community,low,early,west,0
p_013362,rereading,lab,undergraduate,low,early,west,0
p_013363,retrieval_practice,lab,community,high,early,east,1
p_013364,retrieval_practice,lab,undergraduate,high,early,west,0
p_013365,retrieval_practice,lab,community,high,early,east,0
p_013366,retrieval_practice,lab,community,high,early,east,1
p_013367,rereading,remote,community,low,late,east,1
p_013368,rereading,lab,undergraduate,high,early,west,1
p_013369,retrieval_practice,lab,undergraduate,high,early,west,1
p_013370,retrieval_practice,lab,undergraduate,high,late,west,1
p_013371,rereading,lab,undergraduate,low,early,west,1
p_013372,retrieval_practice,remote,undergraduate,low,late,east,0
p_013373,retrieval_practice,lab,undergraduate,low,early,east,0
p_013374,rereading,lab,community,high,late,east,1
p_013375,rereading,remote,undergraduate,low,early,east,1
p_013376,retrieval_practice,lab,undergraduate,high,late,east,0
p_013377,retrieval_practice,remote,community,high,early,east,1
p_013378,rereading,remote,undergraduate,high,early,east,0
p_013379,rereading,lab,undergraduate,high,late,west,0
p_013380,rereading,lab,undergraduate,high,early,east,1
p_013381,rereading,lab,undergraduate,low,early,east,1
p_013382,rereading,lab,undergraduate,low,late,east,1
p_013383,rereading,lab,undergraduate,high,early,east,1
p_013384,retrieval_practice,remote,undergraduate,high,early,west,1
p_013385,rereading,lab,undergraduate,low,late,west,1
p_013386,retrieval_practice,remote,community,low,late,west,0
p_013387,rereading,lab,community,low,late,east,0
p_013388,rereading,lab,community,high,early,west,1
p_013389,rereading,lab,undergraduate,low,early,west,0
p_013390,retrieval_practice,remote,undergraduate,high,early,east,0
p_013391,retrieval_practice,lab,community,low,late,west,0
p_013392,rereading,lab,undergraduate,high,late,east,1
p_013393,rereading,lab,undergraduate,low,late,east,1
p_013394,retrieval_practice,lab,community,low,late,east,1
p_013395,retrieval_practice,remote,undergraduate,high,late,east,1
p_013396,retrieval_practice,lab,undergraduate,low,late,west,0
p_013397,rereading,lab,undergraduate,low,early,west,1
p_013398,rereading,lab,community,low,early,east,1
p_013399,rereading,lab,community,low,early,east,1
p_013400,retrieval_practice,remote,undergraduate,low,early,west,0
p_013401,rereading,remote,undergraduate,high,early,west,1
p_013402,retrieval_practice,lab,undergraduate,high,late,east,0
p_013403,retrieval_practice,lab,undergraduate,high,early,east,0
p_013404,retrieval_practice,lab,undergraduate,low,early,east,0
p_013405,retrieval_practice,lab,undergraduate,high,early,east,0
p_013406,rereading,lab,community,high,early,east,1
p_013407,rereading,lab,undergraduate,high,early,west,1
p_013408,rereading,lab,community,high,late,west,0
p_013409,retrieval_practice,remote,undergraduate,high,late,west,0
p_013410,retrieval_practice,lab,community,high,late,west,0
p_013411,rereading,remote,undergraduate,high,late,east,0
p_013412,retrieval_practice,remote,undergraduate,high,late,west,0
p_013413,retrieval_practice,lab,community,high,early,west,0
p_013414,rereading,remote,undergraduate,high,late,west,1
p_013415,retrieval_practice,lab,community,high,late,west,1
p_013416,retrieval_practice,lab,undergraduate,high,early,west,1
p_013417,rereading,remote,undergraduate,high,early,west,0
p_013418,retrieval_practice,lab,undergraduate,high,late,east,1
p_013419,retrieval_practice,remote,community,low,late,west,1
p_013420,rereading,lab,community,high,late,west,0
p_013421,rereading,remote,undergraduate,high,early,east,0
p_013422,retrieval_practice,remote,community,low,early,east,0
p_013423,retrieval_practice,lab,community,low,early,west,0
p_013424,retrieval_practice,lab,undergraduate,low,early,west,0
p_013425,retrieval_practice,remote,undergraduate,high,late,east,0
p_013426,rereading,remote,community,low,late,west,1
p_013427,retrieval_practice,lab,community,high,early,east,1
p_013428,rereading,lab,undergraduate,low,late,west,1
p_013429,retrieval_practice,lab,community,high,late,west,0
p_013430,retrieval_practice,lab,community,high,late,east,1
p_013431,rereading,remote,undergraduate,high,early,west,0
p_013432,rereading,lab,community,low,early,west,0
p_013433,rereading,remote,community,high,late,east,0
p_013434,rereading,lab,community,high,early,west,0
p_013435,retrieval_practice,lab,community,high,late,west,0
p_013436,rereading,remote,community,low,early,west,1
p_013437,rereading,lab,undergraduate,low,late,east,0
p_013438,rereading,remote,undergraduate,low,early,east,0
p_013439,retrieval_practice,remote,undergraduate,high,early,west,1
p_013440,rereading,lab,undergraduate,low,late,east,1
p_013441,retrieval_practice,lab,undergraduate,high,late,east,0
p_013442,rereading,lab,community,high,late,east,1
p_013443,rereading,lab,undergraduate,low,early,east,1
p_013444,rereading,remote,community,low,early,east,0
p_013445,rereading,lab,undergraduate,low,late,east,1
p_013446,rereading,lab,undergraduate,low,late,east,0
p_013447,retrieval_practice,remote,community,high,early,west,1
p_013448,rereading,lab,undergraduate,low,late,east,1
p_013449,rereading,lab,undergraduate,low,early,east,0
p_013450,rereading,remote,community,low,early,west,0
p_013451,retrieval_practice,lab,undergraduate,low,early,east,0
p_013452,rereading,remote,undergraduate,low,early,east,1
p_013453,rereading,lab,undergraduate,low,late,east,0
p_013454,rereading,lab,undergraduate,high,late,west,0
p_013455,retrieval_practice,remote,undergraduate,low,late,east,0
p_013456,rereading,lab,undergraduate,low,early,east,0
p_013457,retrieval_practice,remote,community,low,late,west,0
p_013458,retrieval_practice,remote,community,low,early,east,1
p_013459,rereading,lab,undergraduate,low,late,east,1
p_013460,rereading,lab,undergraduate,high,late,west,0
p_013461,retrieval_practice,lab,community,high,early,east,1
p_013462,retrieval_practice,lab,undergraduate,high,early,west,1
p_013463,rereading,lab,undergraduate,high,early,west,0
p_013464,rereading,remote,undergraduate,low,late,east,0
p_013465,retrieval_practice,lab,undergraduate,high,early,east,1
p_013466,rereading,lab,community,high,early,east,1
p_013467,retrieval_practice,remote,community,high,late,east,1
p_013468,rereading,lab,undergraduate,high,early,west,1
p_013469,rereading,lab,community,low,late,east,1
p_013470,retrieval_practice,lab,undergraduate,high,late,west,0
p_013471,rereading,lab,community,low,early,east,0
p_013472,retrieval_practice,lab,community,low,late,east,0
p_013473,retrieval_practice,lab,community,low,early,west,1
p_013474,rereading,remote,community,high,early,east,1
p_013475,rereading,lab,undergraduate,low,late,west,1
p_013476,retrieval_practice,remote,community,high,late,east,1
p_013477,retrieval_practice,remote,undergraduate,high,early,east,0
p_013478,retrieval_practice,lab,undergraduate,high,early,east,1
p_013479,rereading,lab,community,high,late,west,0
p_013480,retrieval_practice,remote,community,low,late,east,0
p_013481,retrieval_practice,remote,undergraduate,low,late,east,1
p_013482,retrieval_practice,lab,community,high,early,west,1
p_013483,retrieval_practice,lab,community,high,late,west,0
p_013484,rereading,lab,undergraduate,low,late,west,1
p_013485,rereading,lab,undergraduate,high,early,west,1
p_013486,retrieval_practice,lab,community,low,late,east,1
p_013487,retrieval_practice,remote,community,high,late,west,0
p_013488,rereading,lab,undergraduate,low,early,east,0
p_013489,rereading,lab,undergraduate,low,late,west,0
p_013490,retrieval_practice,remote,undergraduate,low,late,west,0
p_013491,rereading,lab,undergraduate,low,early,east,0
p_013492,rereading,remote,undergraduate,high,late,east,0
p_013493,retrieval_practice,remote,undergraduate,high,late,west,1
p_013494,rereading,lab,undergraduate,high,late,west,0
p_013495,retrieval_practice,remote,community,high,early,east,0
p_013496,rereading,remote,community,high,early,west,1
p_013497,retrieval_practice,remote,community,high,late,west,1
p_013498,rereading,lab,community,low,late,west,1
p_013499,retrieval_practice,remote,community,high,early,east,0
p_013500,retrieval_practice,lab,community,low,early,east,0
p_013501,retrieval_practice,lab,undergraduate,high,late,west,1
p_013502,retrieval_practice,lab,undergraduate,low,late,east,0
p_013503,rereading,lab,undergraduate,high,late,west,1
p_013504,rereading,lab,community,high,early,west,1
p_013505,rereading,remote,undergraduate,high,late,east,0
p_013506,rereading,remote,community,high,early,west,0
