amount,merchant_category,hour,days_since_last_txn,txn_count_24h,avg_amount_30d,foreign,card_not_present,label
155.31,9,20,0.2,1,76.09,0,1,0
51.99,6,13,1.2,1,81.14,0,0,0
42.73,3,14,5.8,1,76.18,0,0,0
175.99,1,10,1.5,3,95.71,0,0,0
498.43,8,17,0.8,1,191.01,0,1,0
72.28,9,12,6.3,5,56.93,0,1,0
16.80,1,18,0.3,2,87.16,0,0,0
473.00,11,6,2.9,1,164.86,0,1,0
11.99,4,18,1.0,3,36.41,0,1,0
6.00,8,14,0.8,1,14.52,0,0,0
61.99,0,9,0.5,3,96.57,1,0,0
62.21,1,12,5.0,4,71.83,0,0,0
38.00,1,18,0.4,1,55.12,0,1,0
220.65,8,17,7.9,4,71.15,0,0,0
62.18,3,12,0.2,2,49.40,0,0,0
39.22,1,3,0.4,4,44.59,0,1,0
48.50,1,11,2.0,4,51.82,0,0,0
89.99,0,21,2.9,3,62.77,0,1,0
121.50,6,12,1.7,2,65.92,1,0,0
66.86,0,15,2.3,4,45.15,0,0,0
249.72,0,14,1.3,1,29.89,0,0,0
91.62,1,12,0.3,1,82.01,0,0,0
48.99,8,12,0.5,1,80.69,0,0,0
138.89,4,19,3.7,3,29.74,1,1,1
21.67,10,19,2.0,1,84.43,0,0,0
51.23,8,9,2.6,2,65.23,0,0,0
67.00,2,0,3.1,1,39.70,0,0,0
15.71,7,17,0.3,2,27.21,1,1,1
97.82,0,11,0.1,6,136.77,0,1,0
54.84,6,9,2.6,3,36.57,1,0,0
54.38,0,14,3.0,1,96.80,0,0,0
30.30,9,10,1.6,2,75.49,1,0,0
92.22,8,12,4.5,2,73.94,0,0,0
32.28,4,9,1.7,1,53.56,0,0,0
40.99,5,9,0.3,3,55.17,0,0,0
63.70,1,12,2.2,1,50.77,1,0,0
46.14,2,13,1.3,2,96.17,0,0,0
63.99,7,2,0.4,3,60.33,0,0,0
109.00,2,0,10.4,5,55.67,0,1,0
47.03,11,11,0.9,2,153.73,0,0,0
9.13,0,2,0.8,3,33.18,0,1,0
11.60,5,0,0.3,2,75.37,0,0,0
123.32,6,18,0.3,4,99.16,0,0,0
52.00,10,18,0.5,2,37.41,0,0,0
405.81,7,9,1.2,4,90.13,0,1,1
81.00,9,22,18.9,2,53.98,0,1,0
198.50,5,8,1.2,3,44.40,0,1,1
29.01,0,13,4.3,2,42.54,0,1,0
7.14,5,13,5.5,4,93.30,0,0,0
45.99,3,15,4.8,3,65.64,0,0,0
50.42,4,21,2.4,2,83.60,0,1,0
45.95,4,15,3.3,3,25.59,0,1,0
99.99,7,18,0.7,1,41.44,0,1,0
45.69,7,12,5.9,1,83.75,0,1,0
114.00,0,11,0.8,4,47.10,0,0,0
129.16,10,11,2.3,1,99.56,0,1,0
156.95,1,10,1.4,2,88.89,0,0,0
68.48,5,18,0.3,3,142.53,0,0,0
50.51,2,12,1.6,2,57.56,0,0,0
53.99,0,13,3.6,3,35.43,1,0,0
23.65,3,13,3.6,2,142.44,0,1,0
13.99,0,2,0.2,4,32.00,0,1,0
370.00,6,18,1.1,2,47.14,0,0,1
115.93,2,8,1.4,1,77.49,0,0,0
13.95,1,14,2.7,7,47.46,0,0,0
296.22,3,18,9.5,2,97.40,0,0,0
6.97,11,14,0.3,1,29.25,0,1,0
149.00,2,11,2.9,2,53.33,0,1,0
49.90,0,10,2.4,1,50.97,1,0,0
18.86,9,17,1.8,3,26.59,0,0,0
26.18,6,7,1.5,3,76.72,0,0,0
1210.26,0,10,3.1,5,494.12,0,0,0
40.75,9,12,6.4,6,46.43,0,0,0
41.87,8,20,0.4,2,54.48,0,0,0
81.00,2,20,0.8,3,53.47,0,1,0
48.76,2,8,2.2,3,31.24,0,0,0
9.00,0,19,4.9,3,6.13,1,0,0
12.50,1,12,9.0,4,19.59,0,0,0
132.78,1,15,1.0,4,41.41,0,1,0
25.99,1,18,1.3,3,43.05,0,0,0
89.44,0,13,0.3,1,44.97,0,0,0
77.95,5,13,1.9,1,256.51,0,1,0
57.99,2,17,1.6,1,23.00,0,0,0
6.99,5,23,1.7,1,46.33,0,1,0
52.00,1,17,0.9,1,60.57,0,0,0
7.56,0,22,4.1,4,15.84,0,0,0
179.00,2,11,0.9,2,89.72,0,1,0
26.00,6,22,0.2,3,68.01,1,1,0
143.47,2,11,0.6,4,20.35,0,1,0
286.00,4,16,2.0,4,119.92,0,0,0
51.99,3,12,5.6,4,39.46,0,1,0
82.74,1,20,0.1,1,105.35,0,0,0
49.71,5,23,0.6,3,79.27,0,1,0
32.00,3,12,1.9,2,62.37,0,0,0
108.52,11,12,3.2,4,47.69,0,0,0
122.77,0,8,5.5,2,115.40,0,0,0
269.43,3,12,0.3,4,95.19,0,0,0
97.99,0,23,3.4,3,54.69,0,1,0
19.18,6,13,2.6,2,30.61,0,1,0
16.16,2,6,0.6,3,11.59,0,0,0
46.68,3,17,0.3,4,68.97,0,0,0
36.99,0,22,5.0,1,25.23,0,1,0
70.16,0,11,7.0,2,78.26,0,0,0
76.24,7,16,3.3,7,139.40,0,1,0
253.58,5,15,2.7,2,59.90,1,0,1
79.32,2,20,2.0,3,61.24,0,1,0
59.75,0,13,1.2,1,113.81,0,0,0
372.99,6,14,2.6,3,150.77,0,0,0
24.88,10,17,4.0,1,9.20,0,1,0
25.93,9,17,4.0,2,76.87,0,0,1
46.50,9,22,4.1,2,43.83,0,1,0
102.00,2,20,0.7,1,55.14,0,1,0
80.01,0,23,0.2,1,62.26,1,1,1
23.10,8,16,0.5,4,26.15,0,0,0
53.20,1,12,3.0,6,28.74,0,1,0
72.99,6,12,2.2,3,79.55,0,0,0
203.84,0,7,0.7,2,135.85,1,0,0
27.16,0,9,3.5,3,31.02,0,0,0
202.66,7,18,2.5,3,103.43,0,1,0
115.00,7,21,4.5,3,81.57,0,1,0
138.40,6,7,1.2,3,93.27,0,0,0
45.00,5,11,4.4,4,69.80,0,0,0
76.47,3,15,3.7,1,59.95,0,0,0
8.19,1,10,2.3,2,92.20,0,0,0
30.00,5,0,5.2,2,41.33,0,1,0
80.21,4,5,1.7,3,259.28,0,0,0
66.99,0,12,1.6,2,50.19,0,0,0
80.73,7,10,0.3,2,73.51,0,0,0
73.66,1,2,0.4,2,45.46,0,1,0
36.95,7,22,1.8,2,28.68,0,0,0
43.00,0,7,9.9,3,81.09,0,0,0
115.85,7,12,1.2,3,224.27,0,0,0
36.05,3,12,7.4,1,24.90,0,1,0
175.56,7,0,0.3,2,23.40,0,0,1
192.10,4,12,2.6,2,57.95,0,0,0
58.16,7,14,1.5,3,35.44,1,0,0
8.07,4,0,2.7,6,19.50,1,0,0
17.53,1,14,1.7,4,37.65,0,0,0
51.11,0,11,1.5,4,60.10,0,1,0
12.83,3,12,5.8,2,57.18,0,0,0
23.95,5,12,2.1,3,37.70,0,0,0
81.99,1,4,4.7,6,75.39,0,0,0
98.54,9,11,1.6,4,64.45,0,0,0
39.99,8,13,0.7,2,28.49,0,0,0
25.26,2,11,0.1,2,26.69,0,1,0
77.99,5,3,1.5,4,47.69,0,0,0
29.95,1,18,0.9,2,71.92,0,0,0
87.35,0,17,5.1,4,72.83,0,0,0
24.69,2,9,1.2,1,64.00,1,0,0
59.99,1,11,0.9,1,73.63,0,0,0
64.99,0,14,0.8,2,31.32,0,1,0
74.47,8,16,0.2,1,53.84,0,1,0
38.62,1,16,0.8,5,45.47,0,1,0
90.89,1,8,2.4,2,69.29,0,0,0
30.50,2,23,2.4,1,149.41,0,0,0
69.99,0,11,2.7,4,98.96,0,1,0
131.99,4,18,1.0,4,45.65,0,0,0
74.26,4,18,0.2,4,65.56,0,0,0
234.00,3,14,2.2,3,138.10,0,0,0
10.99,3,13,0.5,1,17.52,0,0,0
25.99,4,16,3.9,5,40.63,0,1,0
86.36,1,17,0.7,2,29.36,0,0,0
80.11,0,23,2.4,1,24.62,0,1,0
33.00,10,22,3.9,2,89.62,1,0,0
33.99,0,10,2.3,2,92.65,0,0,0
65.95,4,19,0.4,2,80.57,0,0,0
19.74,3,11,1.4,1,20.69,0,0,0
44.99,10,18,1.3,2,46.63,0,0,0
310.51,9,19,0.4,2,85.82,0,0,0
13.00,5,12,1.1,3,23.05,0,1,0
13.17,3,13,0.1,2,30.00,0,0,0
251.25,6,19,3.0,3,180.27,0,0,0
132.05,0,19,0.9,2,32.31,0,0,0
52.48,0,14,1.1,1,53.64,0,0,0
191.65,6,12,2.0,4,70.84,0,0,0
70.55,4,20,2.1,1,100.84,0,0,0
18.92,7,15,4.8,2,39.90,0,0,0
55.69,2,0,4.2,1,33.45,0,1,0
343.55,1,17,2.6,1,153.74,0,1,0
70.43,10,14,0.9,3,63.71,0,0,0
53.45,0,9,9.3,1,220.50,0,0,0
53.45,0,9,9.3,1,220.50,0,0,0
78.32,7,13,0.3,5,77.15,0,0,0
67.50,5,18,4.8,1,99.23,0,0,0
67.00,3,11,0.7,4,87.65,0,0,0
57.92,2,18,0.6,1,34.37,0,0,0
42.73,3,14,0.3,1,53.80,0,0,0
503.82,7,14,6.2,3,142.49,0,1,1
3.99,9,17,3.5,1,5.40,0,0,0
63.11,2,19,0.8,2,75.05,0,0,0
36.35,2,20,2.8,1,54.91,1,1,0
183.79,9,13,2.5,2,75.22,0,1,0
64.99,11,19,0.6,2,106.28,0,0,0
49.70,10,4,0.5,4,63.88,0,0,0
32.00,4,10,2.3,1,86.43,0,0,0
36.01,7,12,1.8,3,85.93,0,1,0
88.31,3,22,0.8,4,63.11,0,1,0
304.89,7,7,0.3,2,135.17,1,0,1
13.16,1,15,0.5,3,39.87,0,1,0
40.32,3,12,1.4,2,53.09,0,0,0
18.99,7,12,0.5,3,69.66,0,1,0
15.00,2,10,6.6,2,25.25,0,0,0
20.36,3,10,3.2,1,65.13,0,1,0
68.96,2,3,3.3,2,139.19,0,1,0
61.90,3,6,2.8,1,50.05,0,0,0
230.60,7,13,3.5,2,170.12,0,1,0
33.25,3,13,1.2,2,36.25,0,0,0
30.34,2,0,1.9,2,47.23,1,0,0
199.59,1,16,2.4,2,15.06,0,0,1
55.20,10,8,3.0,1,51.27,0,1,0
35.99,4,9,7.9,3,61.43,0,0,0
11.80,0,1,3.4,3,10.94,0,0,0
388.02,1,8,0.2,1,217.71,0,1,0
48.99,3,10,0.8,2,60.40,0,0,0
57.72,1,2,3.9,3,31.61,0,1,0
37.50,6,17,2.3,2,31.56,0,1,0
19.03,5,2,0.2,1,32.77,0,0,0
22.00,3,11,7.1,3,23.77,0,0,0
14.82,8,10,3.2,3,34.02,0,1,0
8.95,3,7,1.6,2,24.56,0,0,0
352.68,9,6,10.2,1,87.91,0,0,0
127.99,3,9,0.5,3,35.09,0,0,0
28.00,3,6,1.6,3,58.53,0,0,0
29.00,7,10,0.3,4,83.37,0,1,0
53.00,3,18,1.5,6,94.38,0,0,0
118.57,1,15,0.3,2,127.44,0,0,0
95.00,6,1,5.2,2,17.25,0,0,0
18.95,11,3,1.9,5,32.11,0,0,0
37.00,1,19,3.9,3,36.45,0,0,0
19.56,2,17,2.1,3,24.34,0,0,0
159.00,6,9,0.2,3,45.64,0,1,1
30.08,2,14,0.6,3,212.21,0,0,0
31.90,0,7,4.7,1,24.48,0,0,0
29.99,2,8,0.2,4,73.16,0,0,0
31.49,11,21,1.6,2,23.99,0,1,0
33.56,6,5,0.1,4,40.91,0,1,0
91.95,1,16,1.7,2,45.19,0,1,0
128.95,3,12,0.6,1,63.84,0,0,0
7.78,0,18,0.1,4,57.52,0,0,0
33.39,4,14,0.0,2,17.77,0,0,0
92.50,7,8,4.7,1,22.88,0,0,0
29.01,1,21,1.5,2,54.11,0,0,0
160.40,1,18,3.7,4,104.62,0,0,0
36.29,3,9,1.3,2,35.18,0,1,0
37.00,2,9,5.3,3,44.31,1,0,0
108.50,6,10,0.9,4,113.60,0,1,0
195.98,5,12,0.5,3,62.23,0,0,0
56.95,4,8,1.7,6,63.41,0,1,0
147.00,3,13,3.6,1,59.69,0,0,0
207.03,9,15,0.2,2,89.31,0,1,0
17.00,8,17,1.0,1,44.95,0,1,0
27.32,8,13,1.0,3,38.10,0,1,0
164.38,1,9,1.0,2,95.85,0,0,0
264.93,4,12,4.5,1,46.95,0,1,0
38.99,9,13,0.8,2,35.14,0,1,0
31.00,7,13,0.2,2,60.14,1,1,1
258.17,1,12,1.1,2,163.77,0,0,0
35.00,7,12,0.3,1,67.64,0,0,0
20.14,11,14,1.0,3,105.89,0,0,0
4.42,2,17,9.6,2,15.24,0,0,0
25.09,2,6,0.8,4,28.56,0,1,0
21.00,6,20,0.9,2,59.48,0,1,0
129.00,1,14,6.0,2,63.63,0,0,0
17.00,2,1,0.3,2,38.71,0,0,0
191.00,10,22,2.3,1,99.41,0,1,0
175.99,8,11,1.0,2,127.26,0,0,0
33.59,0,11,1.5,2,38.02,0,0,0
22.09,0,14,1.2,3,47.54,0,1,0
28.95,5,0,1.0,1,45.58,0,1,0
115.58,6,15,0.5,5,58.63,0,0,0
25.23,0,9,3.4,1,60.20,1,0,0
15.13,2,1,2.2,4,13.06,0,0,0
26.99,5,21,1.9,3,48.85,0,1,0
52.39,1,4,1.1,1,23.42,0,1,0
118.99,6,8,1.8,3,68.54,0,1,0
98.95,1,13,0.5,1,78.11,0,0,0
24.49,8,12,1.0,2,83.44,0,0,0
108.00,7,19,0.3,2,118.91,0,0,0
43.19,5,21,0.2,1,52.27,0,0,0
19.55,2,11,4.9,3,22.47,0,1,0
25.27,4,10,0.9,2,34.25,0,1,0
97.50,3,17,0.1,3,100.73,0,0,0
164.99,8,9,2.8,2,39.17,0,1,0
488.80,1,13,7.2,5,109.37,0,0,0
45.99,3,14,1.5,2,85.44,0,0,0
44.46,9,11,0.2,1,33.55,0,1,0
26.73,3,1,3.3,4,36.73,0,1,0
88.22,0,20,1.1,2,158.12,0,1,0
27.99,2,14,1.1,2,21.99,0,1,0
23.63,6,18,0.3,2,67.17,0,0,0
37.99,4,16,0.9,3,30.48,0,0,0
65.07,6,17,0.1,4,31.99,0,0,0
5.78,8,15,2.6,6,33.91,0,1,0
12.72,9,19,2.0,2,27.86,1,1,1
247.86,4,22,0.1,1,174.57,0,0,0
16.12,6,13,0.8,2,45.73,0,0,0
71.44,1,0,4.2,3,62.42,0,0,0
28.11,2,20,0.4,1,23.24,0,0,0
20.00,2,16,3.1,4,20.27,0,0,0
314.46,6,10,0.9,1,145.75,0,0,0
21.01,5,17,0.1,1,26.17,0,1,0
34.90,0,12,0.4,3,52.54,0,1,0
143.51,4,22,0.5,1,69.60,0,1,0
105.10,10,16,1.8,2,37.00,0,1,0
13.47,4,12,0.3,3,38.16,0,0,0
60.38,0,17,1.7,2,83.87,0,0,0
32.08,2,18,2.8,3,51.74,0,1,0
128.01,6,22,4.0,2,145.47,0,1,0
22.02,11,11,1.6,1,19.34,0,1,0
9.77,0,15,3.9,3,45.61,0,0,0
3.76,7,18,5.5,3,14.68,0,0,0
33.43,8,16,0.2,3,84.50,1,0,0
101.42,0,0,4.2,3,83.71,0,1,0
421.83,8,17,1.8,2,192.72,0,0,0
45.74,5,21,2.4,4,46.17,0,1,0
39.30,0,15,0.4,6,52.97,0,0,0
378.97,11,16,0.6,3,263.20,0,1,0
98.99,4,12,0.3,5,97.90,0,0,0
3.15,4,16,0.7,2,32.99,0,0,0
36.25,1,14,2.0,2,46.62,0,0,0
183.47,6,14,1.4,2,115.48,0,0,0
100.33,0,9,0.2,4,40.97,0,0,0
26.00,8,12,0.7,2,9.47,0,0,0
49.00,6,11,3.3,1,30.12,0,0,0
691.50,5,11,0.5,2,107.56,0,1,1
135.68,5,18,0.6,2,93.69,0,1,0
11.99,7,22,3.9,3,14.49,1,1,1
110.08,5,15,1.9,2,56.98,0,1,0
98.41,5,2,2.7,1,57.86,0,0,0
25.51,2,20,0.2,1,26.83,0,0,0
308.61,0,2,2.2,3,138.14,0,0,0
75.99,0,5,2.3,1,58.65,0,0,0
177.07,10,16,4.2,3,66.24,0,1,0
234.66,7,22,1.3,3,127.13,0,0,0
34.99,4,22,1.8,6,44.88,0,0,0
27.00,1,11,2.3,1,41.93,0,1,0
79.50,2,14,0.5,3,88.78,1,1,1
28.50,3,14,9.0,2,71.76,0,1,0
12.74,4,9,3.8,2,101.96,0,0,0
56.35,8,9,1.7,2,109.62,0,0,0
1526.00,0,19,1.7,2,259.29,0,0,0
96.99,3,18,0.2,3,23.75,0,1,1
63.92,10,14,0.2,2,109.86,0,0,0
88.77,4,7,1.1,2,55.83,0,0,0
37.00,8,23,2.1,2,34.20,0,1,0
49.56,1,15,0.1,7,110.90,0,0,0
101.60,7,2,2.0,4,44.43,0,1,1
115.49,4,13,0.6,5,63.32,0,0,0
134.62,1,7,0.0,1,70.66,0,0,0
37.64,5,18,3.6,3,45.16,0,0,0
44.65,2,13,1.1,3,32.19,0,0,0
128.99,4,17,2.4,2,59.30,0,0,0
308.47,3,14,11.1,2,175.66,0,0,0
80.63,3,17,1.1,4,48.05,1,0,0
16.00,6,8,0.4,4,50.82,0,1,0
295.16,4,16,3.0,1,142.59,0,0,0
46.00,5,20,0.4,3,73.46,0,0,0
133.13,2,18,1.0,2,97.33,0,0,0
29.00,4,23,3.2,4,37.52,0,0,0
57.00,1,17,7.8,2,163.01,0,0,0
15.59,5,12,1.3,2,19.96,0,0,0
223.66,6,22,4.9,1,70.26,0,0,0
62.19,7,16,4.7,4,58.70,0,0,0
31.17,1,18,1.0,3,33.26,0,1,0
91.99,8,10,2.7,1,97.49,0,0,0
26.00,4,9,0.1,2,101.83,0,1,0
40.16,2,15,0.4,2,88.88,0,0,0
169.82,7,9,0.0,1,62.99,0,0,0
301.99,3,20,2.5,2,84.39,0,1,0
408.63,2,5,0.5,2,172.21,0,1,0
55.65,1,13,4.1,3,46.29,0,0,0
26.56,3,10,1.5,1,26.50,0,1,0
15.80,4,14,2.2,1,200.95,0,0,0
276.50,0,14,1.9,1,108.10,0,1,0
24.95,2,18,2.4,4,36.19,0,0,0
70.19,1,6,0.2,1,35.27,0,1,0
46.46,7,17,3.9,5,64.17,0,1,1
76.58,3,14,2.8,3,42.93,0,1,0
194.53,7,12,1.4,1,78.21,0,1,0
54.95,7,9,1.3,5,81.36,0,1,0
52.50,2,21,2.3,3,57.15,0,0,0
54.00,9,20,0.5,2,21.64,0,0,0
156.33,4,14,0.8,1,130.03,0,1,0
37.00,0,16,1.2,3,39.91,0,1,0
87.53,11,14,3.8,3,62.84,0,0,0
95.92,0,17,2.4,3,50.51,0,0,0
143.50,1,21,0.6,3,55.83,0,0,0
142.95,2,11,3.8,2,143.87,0,0,0
37.24,7,11,2.8,5,92.73,0,0,0
14.06,3,20,2.6,1,35.00,0,1,0
26.40,0,18,0.7,2,29.72,0,0,0
57.95,3,15,0.9,2,168.81,0,0,0
26.71,6,19,4.1,2,96.75,0,0,0
8.16,6,20,4.3,1,33.51,0,1,0
68.18,8,18,6.2,3,148.08,0,1,0
157.95,7,12,5.0,3,138.37,0,0,0
74.90,2,23,1.8,4,54.75,0,0,0
103.00,2,5,0.8,4,56.28,0,1,1
12.80,10,4,1.1,5,43.37,0,1,0
35.11,6,11,0.9,1,57.83,0,1,0
34.90,3,20,1.0,2,31.57,0,0,0
78.68,2,21,4.1,3,90.20,0,0,0
49.99,7,16,0.2,1,32.55,0,0,0
117.26,6,22,0.4,1,48.46,0,0,0
273.97,11,21,1.0,4,100.99,1,1,1
25.00,6,17,0.2,4,44.40,0,0,0
14.74,1,17,3.9,1,27.30,0,1,0
12.99,1,15,1.0,3,20.49,0,0,0
22.09,8,10,1.6,3,46.53,0,1,0
48.21,0,10,0.8,2,154.84,0,0,0
19.45,4,9,0.8,2,,0,0,0
15.00,2,19,1.2,2,32.83,0,0,0
60.00,1,13,0.1,2,75.18,0,1,0
113.05,7,14,3.2,4,79.37,0,1,0
58.50,8,23,1.4,1,59.85,0,0,0
241.25,0,9,0.2,2,,0,0,0
74.45,5,13,0.1,4,79.78,0,0,0
5.40,8,14,5.2,2,50.86,0,0,0
64.04,6,15,1.2,3,77.57,0,1,0
100.31,3,7,3.3,1,64.42,0,0,0
368.07,3,17,0.7,3,129.45,0,1,0
15.99,3,1,3.7,5,24.63,0,1,0
19.28,5,14,0.4,5,21.13,0,0,0
21.30,8,8,1.2,4,19.29,0,0,0
17.79,4,13,0.3,3,87.01,0,0,0
8.91,3,3,2.6,3,18.26,0,0,0
112.20,7,9,0.9,2,55.87,0,1,0
39.05,4,18,0.0,1,23.43,0,0,0
36.33,1,4,0.5,2,83.66,0,1,0
29.02,1,10,3.4,3,29.21,0,1,0
69.55,5,23,3.7,8,57.79,0,0,0
67.81,0,10,0.2,2,81.80,0,0,0
58.68,8,17,2.4,2,131.90,0,0,0
467.14,8,22,0.6,4,94.86,0,1,1
6.13,5,23,1.7,2,15.01,0,1,0
12.75,4,21,0.2,4,38.87,0,1,0
49.16,3,16,2.3,5,136.32,0,0,0
32.44,3,16,0.5,5,53.69,0,0,0
163.00,2,10,0.4,3,112.00,0,0,0
46.00,4,3,5.5,3,55.68,0,0,0
47.00,1,14,1.8,6,12.56,0,0,0
322.99,0,17,3.9,4,42.00,0,1,1
87.68,2,6,1.7,2,121.46,0,1,0
12.00,6,13,2.1,6,31.04,0,1,0
107.99,1,12,0.2,2,106.25,0,0,0
26.00,1,15,8.3,2,23.81,0,0,0
82.99,8,15,4.6,3,54.44,0,0,0
116.36,9,9,0.0,2,274.05,1,0,0
96.99,6,21,1.8,2,67.17,0,1,0
102.18,0,12,1.0,3,81.92,0,0,0
26.32,5,18,6.4,3,,0,0,0
155.05,7,20,0.4,2,73.29,0,0,0
37.99,0,10,3.4,3,21.69,0,0,0
45.10,5,8,2.1,2,27.60,1,0,0
20.66,6,15,0.1,2,20.75,0,1,0
23.00,5,20,1.1,3,39.69,0,0,0
20.99,2,13,1.0,3,43.57,0,0,0
43.37,7,9,3.5,1,26.81,0,0,0
48.83,2,2,2.2,2,52.06,0,0,0
95.00,0,21,0.8,5,140.97,0,0,0
21.60,2,18,0.6,1,52.79,0,0,0
34.00,2,22,0.2,2,61.14,0,0,0
332.95,0,10,4.2,2,122.72,0,0,0
88.00,9,19,1.1,3,127.54,0,1,0
47.00,2,8,3.6,1,34.93,1,0,0
45.25,11,18,3.0,2,77.11,0,0,0
17.00,0,16,3.1,3,39.43,0,1,0
59.99,7,15,6.4,3,52.01,1,0,0
6.10,0,8,0.1,4,12.67,0,1,0
23.43,7,20,1.7,1,53.44,0,0,0
44.22,1,14,3.4,2,72.34,0,1,0
334.30,3,11,1.4,2,103.29,0,0,0
39.58,7,16,1.1,2,85.80,0,0,0
28.99,3,19,2.3,3,33.49,0,1,0
86.00,3,16,6.6,3,27.25,0,1,0
22.43,4,17,1.2,3,19.90,0,0,0
39.28,4,14,0.3,3,50.04,0,0,0
56.00,1,19,0.8,5,72.02,0,0,0
63.73,0,13,1.2,3,23.52,0,0,0
34.92,3,11,1.0,3,42.52,0,0,0
92.42,2,16,3.5,4,65.63,0,0,0
107.95,1,12,1.8,2,123.99,0,1,0
28.37,1,9,1.1,2,84.25,0,0,0
24.99,1,11,0.1,1,51.58,0,1,0
57.00,0,13,0.7,3,58.01,0,1,0
68.99,4,0,0.5,1,40.91,0,0,0
68.01,0,10,0.3,3,132.27,0,1,0
9.00,1,17,1.7,3,9.26,1,0,0
149.21,8,15,1.2,3,176.29,0,0,0
75.03,8,12,1.8,1,44.57,0,0,0
13.64,4,13,0.9,1,28.29,0,1,0
5.99,9,12,0.8,6,23.01,0,0,0
50.83,3,19,0.7,2,49.45,1,0,0
615.03,2,7,2.3,5,120.04,0,0,0
14.25,5,8,3.1,1,64.14,0,1,0
21.66,0,21,0.8,4,100.56,0,0,0
2.00,1,14,3.7,2,10.22,0,0,0
132.17,5,19,3.8,3,46.68,0,1,0
5.33,4,14,0.0,4,25.93,0,1,0
24.04,1,19,8.6,3,105.47,0,0,0
41.44,7,20,2.7,4,51.92,0,1,0
15.17,1,10,0.0,1,19.71,0,1,0
145.34,4,16,0.3,3,74.34,0,0,0
296.50,0,11,2.6,3,149.36,0,1,0
20.09,6,10,1.6,3,18.33,0,0,0
102.99,0,12,0.5,4,122.83,0,0,0
23.00,0,23,0.8,2,31.39,0,0,0
73.02,5,15,3.4,3,48.38,0,1,0
19.00,3,7,2.1,2,62.71,0,1,0
13.00,0,15,0.8,4,43.46,0,1,0
29.95,3,17,1.0,2,66.98,0,1,0
48.00,5,17,4.0,3,73.35,1,0,0
52.35,5,10,0.6,2,48.90,0,1,0
14.47,2,20,0.2,5,32.61,0,0,0
123.30,4,9,0.1,4,106.55,1,0,0
144.59,0,10,1.1,3,77.80,0,1,0
16.16,8,22,0.5,2,15.01,0,0,0
65.44,11,6,1.6,1,31.29,0,1,0
22.68,4,6,2.2,3,34.13,0,0,0
15.83,7,8,0.0,4,20.03,1,1,1
185.95,5,21,0.8,4,85.06,0,1,0
57.95,4,17,0.6,2,113.02,0,1,0
270.00,5,16,0.9,2,45.77,0,0,0
58.50,1,21,2.7,4,51.14,0,0,0
7.55,8,14,7.8,2,23.37,0,0,0
46.00,6,19,1.0,2,80.32,0,1,0
36.71,7,13,1.4,2,,0,0,0
264.61,9,16,0.2,1,67.64,0,1,1
74.97,7,1,0.3,3,126.75,0,1,0
23.09,9,14,1.6,2,19.71,0,0,0
27.66,11,17,1.8,4,65.18,1,0,0
55.47,8,15,2.7,3,76.02,0,0,0
62.59,10,15,2.3,4,96.89,0,0,0
77.99,10,16,0.2,1,56.54,0,0,0
17.00,2,17,1.0,2,36.79,0,0,0
24.16,1,10,0.4,1,107.36,0,0,0
700.03,0,15,1.3,3,109.76,0,0,1
59.99,7,9,0.3,4,53.14,0,0,1
27.80,0,14,10.6,2,29.78,0,1,0
21.97,3,19,0.8,1,28.18,0,1,0
99.95,1,6,3.3,3,41.28,0,0,0
33.78,10,17,0.3,5,,0,0,0
13.88,5,18,1.5,4,,0,0,0
58.99,5,13,2.2,2,74.34,1,0,0
86.60,0,18,1.8,1,112.41,0,0,0
8.14,0,17,1.9,4,64.51,0,0,0
10.99,2,13,10.9,2,17.45,0,0,0
12.16,6,19,4.2,4,11.35,0,0,0
33.00,9,13,3.2,3,37.28,0,0,0
30.95,4,17,0.5,2,35.13,0,0,0
47.55,4,11,0.5,3,48.57,0,0,0
8.95,11,16,0.6,1,26.16,0,0,0
50.00,2,10,1.5,2,60.40,0,1,0
33.41,2,18,0.5,4,72.26,0,1,0
56.06,4,5,2.9,4,63.97,0,0,0
4.53,2,12,2.2,3,31.44,0,0,0
31.89,7,19,2.1,3,32.25,0,0,0
46.86,4,16,6.8,2,53.82,0,1,0
23.95,2,7,8.2,3,22.83,0,1,0
31.53,4,14,1.0,2,38.27,1,0,0
137.00,4,22,0.4,3,140.57,0,0,0
224.99,7,8,1.3,4,121.63,0,0,0
3.50,1,22,1.0,4,15.14,0,0,0
7.99,7,12,3.7,6,19.69,0,0,0
114.50,6,7,1.2,1,47.80,0,1,0
53.00,11,17,1.9,2,54.47,0,0,0
60.99,3,13,0.1,1,65.78,0,0,0
67.94,1,16,2.6,2,318.49,0,0,0
71.09,11,9,2.4,2,157.48,0,1,0
8.00,9,20,5.5,3,22.15,0,0,0
122.12,10,14,4.6,2,53.32,0,1,0
34.36,9,0,0.9,4,51.61,0,0,0
164.54,6,9,0.6,1,99.70,0,1,0
41.51,4,20,0.4,2,34.61,0,1,0
29.61,4,12,1.1,3,20.60,0,1,0
183.00,6,15,0.6,4,188.85,1,1,1
197.99,4,22,1.2,2,,0,1,0
62.75,8,7,4.6,4,76.17,0,0,0
584.41,0,4,1.6,3,83.91,0,1,0
70.50,6,6,1.5,1,88.12,0,0,0
104.00,0,9,2.2,3,50.80,0,0,0
51.00,8,17,2.9,2,43.37,0,0,0
